pH,Chlorine_Level,Turbidity,NPK_Ratio,Conductivity,Industrial_Waste,Lead_Concentration,Flow_Rate,Water_Pressure,Road_Segment_ID,Terminal_Point_A,Terminal_Point_B,Road_Level,Capacity,Speed_Limit,Pipe_Diameter,Pipe_Length,Pipe_Age,Temperature,Humidity,Barometric_Pressure,Wind_Speed,Weather,Toxication_Level,Water_Quality_Label
6.69,2.99,2.69,7.32,930.96,25.0,0.009,158.83,69.91,1515,62,19,Arterial,2158,30,683.56,453.45,39,25.75,87.76,991.61,49.8,Cloudy,70.33,Unsafe
7.11,3.47,0.77,5.73,356.68,77.83,0.0219,36.22,55.14,1154,21,42,Collector,957,70,987.28,619.78,2,36.23,77.3,990.66,49.41,Stormy,65.77,Unsafe
7.78,1.82,4.05,5.79,538.76,58.36,0.0216,119.78,55.06,1036,21,64,Collector,2854,40,1036.83,999.06,43,27.62,72.82,1002.86,37.45,Rainy,4.28,Safe
7.2,2.03,0.35,7.65,1400.77,67.64,0.049,27.91,81.2,1534,15,92,Local,2983,50,783.65,923.14,52,37.4,15.33,1020.32,33.78,Sunny,52.24,Unsafe
8.36,3.73,0.47,8.62,1462.26,86.18,0.001,66.15,34.36,1154,50,7,Arterial,1520,60,1182.01,415.86,72,8.13,58.03,1025.51,38.22,Sunny,52.74,Unsafe
6.63,4.65,1.71,2.77,502.46,2.64,0.0408,40.03,53.4,1856,53,2,Local,1219,50,186.49,983.56,47,10.45,44.23,1020.24,31.32,Sunny,36.01,Safe
7.6,3.22,0.59,5.78,984.53,52.97,0.0049,149.91,25.04,1849,70,46,Local,2176,60,836.08,748.81,49,16.9,58.4,986.57,46.47,Sunny,33.93,Safe
7.68,3.99,2.38,8.38,399.88,74.72,0.004,137.82,26.39,1997,28,32,Local,1063,60,99.98,115.38,24,23.71,41.05,1021.26,8.3,Sunny,47.69,Safe
7.81,1.02,2.0,8.79,584.37,88.46,0.0164,35.71,62.1,1513,17,22,Collector,646,60,1032.45,984.78,43,3.32,97.63,1046.97,27.69,Cloudy,21.7,Safe
7.01,1.22,3.61,3.23,1198.89,13.27,0.035,21.27,50.46,1265,68,94,Collector,2591,40,944.22,705.35,2,27.19,94.14,1042.54,9.14,Rainy,79.66,Unsafe
7.23,2.75,4.77,1.49,776.71,34.15,0.0339,98.6,77.56,1939,42,78,Arterial,1165,50,986.92,643.67,56,42.72,89.13,1012.79,11.11,Sunny,40.06,Safe
8.19,1.05,3.77,2.71,1281.91,7.86,0.0314,47.15,98.94,1609,58,67,Arterial,2267,60,465.63,967.31,26,38.58,29.35,1035.35,47.5,Stormy,97.22,Unsafe
6.89,3.25,0.9,9.48,961.67,83.49,0.0387,11.55,88.75,1345,38,73,Arterial,2952,40,296.36,513.57,97,8.58,72.94,1012.26,13.63,Stormy,22.63,Safe
8.15,1.6,4.68,4.89,961.94,85.74,0.0116,60.21,55.35,1538,64,52,Arterial,1609,50,294.37,196.54,43,18.95,86.63,993.44,45.87,Sunny,56.31,Unsafe
7.63,4.0,1.96,4.48,99.13,48.36,0.0317,50.9,50.23,1991,80,15,Arterial,1435,50,1094.35,291.26,26,22.49,65.01,1035.06,43.39,Sunny,40.21,Safe
8.02,4.08,2.37,0.62,1137.02,2.08,0.0319,140.14,66.81,1500,46,70,Local,1794,40,650.59,587.19,37,26.6,80.69,1000.21,5.65,Stormy,48.83,Safe
7.93,2.43,2.11,0.98,1467.91,10.22,0.0327,173.56,27.33,1292,63,89,Arterial,571,30,268.74,231.43,37,29.65,58.39,989.29,43.8,Sunny,68.07,Unsafe
6.92,1.07,1.4,6.85,735.89,62.44,0.0297,55.15,99.01,1970,44,48,Arterial,2044,40,141.18,285.4,77,32.36,53.58,1000.34,12.14,Stormy,53.32,Unsafe
7.64,3.3,4.48,6.1,279.94,98.26,0.0111,52.38,98.48,1944,40,40,Collector,2859,40,529.41,918.41,43,35.72,71.13,1004.77,48.34,Sunny,45.43,Safe
8.24,4.97,1.66,5.97,1466.62,83.89,0.0457,83.68,93.84,1284,11,60,Collector,2861,70,206.69,412.63,37,-0.25,35.89,996.58,48.86,Rainy,75.19,Unsafe
7.36,3.19,2.89,1.55,470.68,79.79,0.0488,42.79,72.98,1204,24,4,Local,2726,60,458.07,791.17,84,37.73,90.4,1043.32,35.38,Cloudy,88.53,Unsafe
8.43,0.37,1.2,3.84,643.34,41.8,0.0345,189.89,60.25,1135,93,21,Collector,1210,60,205.43,462.87,65,8.47,38.88,1002.2,14.17,Cloudy,11.18,Safe
7.4,0.28,3.99,8.22,162.18,98.52,0.0222,56.27,76.54,1892,94,67,Collector,1772,40,673.33,614.77,88,11.29,15.28,1034.86,11.06,Cloudy,73.38,Unsafe
6.79,1.74,3.87,2.16,210.71,82.5,0.0269,27.73,45.15,1855,14,60,Collector,2934,60,124.8,974.21,64,7.23,73.35,1049.58,41.0,Rainy,4.87,Safe
7.28,1.14,1.48,8.89,364.02,33.57,0.0054,115.81,88.18,1315,86,67,Local,1267,40,120.32,26.47,49,19.03,92.44,1009.95,9.12,Stormy,17.22,Safe
8.4,4.1,3.41,1.65,845.28,74.85,0.0182,112.15,30.77,1127,88,39,Local,2083,40,988.96,80.96,20,8.08,43.75,1011.46,18.77,Cloudy,37.5,Safe
7.14,4.26,3.52,2.11,858.79,43.25,0.0488,130.06,84.28,1348,65,94,Local,1689,50,146.14,284.0,61,27.84,31.39,993.42,10.55,Cloudy,5.57,Safe
8.24,1.44,2.81,5.04,929.05,66.05,0.0274,193.67,89.4,1448,83,67,Collector,2777,30,1164.44,509.85,84,12.17,51.88,1033.11,5.55,Sunny,13.45,Safe
8.26,1.76,3.0,9.48,896.53,97.01,0.028,71.46,33.61,1844,96,26,Collector,1199,50,714.58,963.0,59,30.37,87.16,1006.37,19.82,Stormy,78.03,Unsafe
7.2,1.33,2.87,3.63,768.09,24.65,0.0477,78.32,58.29,1693,14,74,Local,2116,30,388.21,385.75,68,35.54,64.87,1030.73,47.24,Stormy,31.19,Safe
6.67,4.56,0.41,6.75,1213.04,79.5,0.0443,74.04,91.33,1536,5,69,Arterial,1663,40,362.88,429.7,42,19.71,58.66,984.45,23.87,Stormy,33.39,Safe
7.95,2.61,3.35,6.09,1404.15,59.04,0.0284,129.44,96.74,1228,71,58,Local,2367,40,814.58,653.97,34,28.84,95.84,1024.52,25.61,Cloudy,91.06,Unsafe
7.12,3.35,2.35,1.92,441.15,95.0,0.0134,124.77,84.91,1646,84,14,Local,705,60,1042.37,981.76,14,40.78,54.21,994.72,44.64,Sunny,86.01,Unsafe
8.07,2.19,2.19,2.86,238.78,13.45,0.0058,110.47,95.27,1789,56,10,Local,2141,60,649.54,273.07,53,38.46,29.07,1007.66,44.38,Stormy,62.66,Unsafe
7.39,3.23,4.3,9.34,666.38,71.97,0.0432,79.22,94.96,1352,81,9,Local,1633,50,929.75,634.56,14,13.8,36.65,1016.77,48.4,Rainy,60.54,Unsafe
7.47,2.05,0.12,2.26,88.31,3.72,0.046,91.25,98.38,1878,68,3,Local,1972,40,1126.1,774.88,33,35.45,53.68,1036.65,29.21,Sunny,5.59,Safe
8.06,1.83,1.26,7.1,1330.81,24.66,0.0247,160.58,53.07,1014,69,75,Local,2089,50,746.12,209.58,9,20.83,47.03,1040.66,2.29,Stormy,52.58,Unsafe
7.26,3.25,0.61,9.66,397.57,32.09,0.0047,125.76,42.96,1898,67,67,Local,1094,30,534.73,214.5,70,8.94,48.06,1041.61,6.16,Stormy,12.42,Safe
7.39,3.04,0.18,1.64,846.48,43.23,0.0303,146.1,70.64,1182,49,48,Collector,1328,40,177.87,615.97,39,14.21,43.04,1035.51,28.5,Stormy,24.58,Safe
7.25,1.61,1.38,4.29,216.89,96.53,0.0184,62.58,35.11,1636,93,38,Local,1485,60,844.7,780.79,85,23.84,95.47,1019.82,8.66,Rainy,68.05,Unsafe
7.23,0.92,4.94,2.63,852.22,6.76,0.0079,183.18,64.56,1135,58,39,Local,1995,70,1029.8,374.6,6,25.93,10.21,996.17,38.04,Rainy,0.77,Safe
7.55,1.97,1.35,2.6,106.54,16.9,0.046,16.68,66.34,1254,38,41,Local,1847,40,70.17,857.62,50,39.7,64.23,981.09,21.76,Stormy,11.96,Safe
8.12,2.19,3.32,1.63,1164.77,20.3,0.012,123.18,84.51,1742,48,43,Arterial,2192,50,793.75,454.58,55,-1.4,78.28,1018.02,23.02,Rainy,17.98,Safe
7.22,3.22,0.59,6.67,1435.36,42.4,0.0356,164.35,48.94,1303,30,78,Collector,725,60,127.8,487.41,77,12.35,60.09,1042.49,2.5,Rainy,36.79,Safe
7.55,4.59,3.01,7.59,495.12,6.07,0.0215,174.59,68.15,1448,22,67,Arterial,2667,30,1134.09,359.26,8,6.75,87.74,1031.71,14.22,Rainy,29.1,Safe
7.84,0.37,4.92,6.93,424.41,96.54,0.0414,70.71,92.26,1459,42,6,Local,2988,30,526.75,238.38,15,0.11,96.36,1048.76,25.51,Stormy,51.01,Unsafe
7.04,1.37,1.46,9.28,699.59,55.99,0.035,97.35,53.74,1606,62,46,Local,1987,30,263.14,252.61,84,3.43,23.96,1004.47,15.16,Cloudy,85.58,Unsafe
7.06,1.13,4.24,1.88,948.96,81.33,0.0062,16.63,65.74,1603,74,78,Collector,568,60,282.61,705.41,11,11.69,42.23,1009.24,39.09,Sunny,22.81,Safe
8.37,2.61,4.99,3.54,324.0,77.25,0.0225,160.06,82.99,1850,24,16,Local,1988,50,154.13,428.81,6,25.65,44.5,1027.52,7.63,Sunny,54.4,Unsafe
7.95,2.26,2.94,3.77,1214.8,66.08,0.013,33.67,39.97,1849,11,25,Collector,1667,40,806.29,287.19,54,31.6,91.72,1036.74,11.63,Stormy,36.64,Safe
7.65,3.7,1.55,2.7,337.88,90.44,0.0357,91.34,28.27,1691,85,44,Arterial,1199,60,1060.4,512.03,12,19.84,74.79,1029.55,21.92,Rainy,95.89,Unsafe
7.8,1.36,3.37,1.85,57.94,90.24,0.0272,198.25,74.54,1460,7,27,Arterial,712,70,488.11,43.51,53,-0.52,85.56,1012.34,13.26,Rainy,87.73,Unsafe
6.56,3.05,4.22,5.12,810.16,12.78,0.017,184.37,49.64,1994,97,86,Arterial,2802,40,660.46,516.89,28,33.62,90.6,1017.79,35.56,Stormy,48.52,Safe
7.74,4.44,0.86,8.43,216.97,90.19,0.0165,72.7,50.53,1373,22,54,Arterial,696,60,347.73,598.88,68,20.81,11.13,1001.29,43.34,Stormy,62.19,Unsafe
7.52,4.57,2.26,9.57,1062.45,52.39,0.0057,52.54,94.41,1805,86,56,Local,529,40,943.0,938.78,24,33.63,38.16,1024.59,47.28,Cloudy,23.44,Safe
7.59,4.8,1.6,1.73,292.83,26.81,0.0107,57.82,52.63,1405,31,75,Collector,2893,50,796.89,692.85,36,7.64,26.54,992.68,10.69,Cloudy,48.36,Safe
7.22,3.91,1.42,8.32,1235.2,60.85,0.0357,140.11,96.29,1440,59,43,Collector,2315,70,1197.96,461.87,8,8.62,98.98,1038.65,38.01,Sunny,78.02,Unsafe
6.66,4.55,4.3,8.33,732.03,28.09,0.0305,147.9,28.51,1638,40,59,Arterial,2775,40,1028.9,558.84,68,5.43,42.16,1030.02,48.21,Stormy,14.45,Safe
6.89,1.33,2.11,4.2,871.1,47.9,0.0178,51.13,47.44,1232,3,83,Collector,1288,70,211.89,981.9,77,5.01,61.04,1021.87,24.82,Cloudy,32.14,Safe
8.4,1.15,1.7,1.55,320.55,81.64,0.0418,55.6,75.44,1616,89,83,Arterial,2767,50,1020.72,165.16,3,19.5,18.43,1002.16,32.89,Cloudy,92.94,Unsafe
7.32,0.23,3.02,9.91,262.7,3.22,0.0242,71.44,30.08,1524,42,80,Collector,2100,40,111.95,664.54,48,21.94,59.91,992.57,46.08,Cloudy,12.08,Safe
7.43,3.59,1.1,6.73,965.37,18.31,0.0397,92.3,50.96,1675,92,94,Collector,1644,70,221.75,736.94,48,2.95,78.96,990.06,19.22,Cloudy,33.61,Safe
6.61,4.7,1.15,9.83,420.42,95.66,0.0391,184.32,88.14,1309,17,72,Arterial,618,30,492.58,397.38,45,44.75,70.36,1027.82,42.58,Cloudy,15.46,Safe
6.58,1.1,2.6,5.09,609.59,44.51,0.0424,15.04,80.94,1104,72,94,Local,1947,40,268.1,276.22,84,19.12,60.54,1023.7,42.58,Sunny,17.21,Safe
7.93,3.26,2.05,4.25,745.2,30.33,0.0425,131.26,42.57,1942,4,56,Collector,2719,70,377.96,303.97,35,12.67,28.94,984.79,2.51,Sunny,44.0,Safe
7.58,3.78,1.47,2.85,382.97,92.33,0.034,173.72,48.52,1302,84,8,Local,2239,50,866.65,375.95,73,37.5,71.24,1010.81,1.11,Stormy,48.77,Safe
7.52,4.65,0.27,9.84,1203.36,91.12,0.0375,147.44,60.41,1325,8,51,Arterial,1113,30,695.02,230.06,34,35.71,16.43,1002.38,0.25,Rainy,63.5,Unsafe
6.99,3.3,2.6,2.91,1412.17,4.42,0.0388,51.18,78.5,1327,24,29,Local,1476,50,508.81,396.02,37,6.69,21.3,998.54,16.41,Cloudy,99.12,Unsafe
7.99,4.86,4.08,0.73,676.25,36.25,0.0085,100.58,32.15,1087,41,14,Local,2212,60,792.92,760.62,17,37.15,36.49,984.2,34.46,Sunny,95.98,Unsafe
6.84,1.85,4.26,5.37,1380.45,91.28,0.015,182.95,62.21,1868,56,12,Local,2909,60,50.23,601.2,40,9.17,32.25,1016.7,10.88,Rainy,74.62,Unsafe
6.88,1.88,1.18,4.08,1329.89,17.98,0.0052,31.99,25.87,1719,90,13,Local,848,50,1060.84,751.03,43,-1.62,34.5,1046.59,37.76,Sunny,91.76,Unsafe
7.42,2.81,3.0,2.98,290.77,57.82,0.0095,197.63,51.83,1722,28,12,Collector,1416,70,503.52,952.19,85,-3.32,44.23,987.84,48.58,Cloudy,95.89,Unsafe
7.07,2.04,4.28,6.53,301.4,32.08,0.0389,37.29,35.28,1511,34,78,Arterial,930,60,612.4,253.98,65,21.04,15.96,1026.42,27.95,Rainy,0.87,Safe
6.99,0.21,2.04,3.96,742.24,73.66,0.0474,37.06,44.72,1293,72,10,Collector,1376,50,184.74,337.94,58,11.98,49.25,1037.76,30.07,Sunny,67.03,Unsafe
7.79,3.71,4.66,4.32,812.49,15.83,0.0337,164.44,46.52,1628,4,44,Local,885,40,920.86,327.52,63,33.2,67.71,1004.76,23.26,Sunny,27.57,Safe
7.8,3.81,4.51,0.72,544.64,59.61,0.0443,167.39,81.61,1365,18,59,Local,1538,30,1194.28,678.57,93,21.79,65.58,1047.61,33.05,Sunny,15.97,Safe
8.15,3.79,1.04,6.1,503.74,0.0,0.0159,17.2,41.21,1687,34,8,Local,1983,60,931.28,413.04,61,33.95,15.79,990.63,18.65,Sunny,2.02,Safe
7.34,1.86,1.29,1.66,675.48,25.26,0.0423,41.98,73.1,1706,28,24,Arterial,1741,40,210.47,287.42,39,29.35,42.29,999.39,9.33,Cloudy,62.68,Unsafe
6.65,2.71,0.9,2.53,1051.19,16.22,0.0169,190.22,62.66,1277,38,37,Arterial,2988,60,1119.48,633.91,7,44.28,51.67,1003.69,31.69,Cloudy,71.16,Unsafe
7.05,1.93,0.98,7.31,172.37,20.98,0.0447,63.08,84.34,1995,69,43,Collector,1747,30,722.15,910.4,43,19.08,20.37,1005.09,21.11,Rainy,57.23,Unsafe
8.46,0.28,4.54,3.48,1080.34,86.04,0.0399,12.33,45.73,1917,29,89,Arterial,2174,40,1045.95,311.55,19,11.93,66.4,1042.87,15.38,Rainy,52.68,Unsafe
7.69,2.9,4.66,2.05,1393.05,91.48,0.0492,58.27,99.57,1957,36,8,Local,2325,60,535.44,709.15,91,4.11,76.23,980.08,25.63,Stormy,55.21,Unsafe
7.92,0.79,0.26,5.99,1157.08,75.5,0.0414,149.73,43.66,1086,43,64,Local,516,30,370.28,418.91,45,27.89,10.7,987.15,46.93,Sunny,56.46,Unsafe
6.51,0.58,2.97,2.54,327.93,59.01,0.0199,184.13,66.36,1000,6,77,Local,2739,50,74.55,890.78,28,21.96,84.91,999.51,17.83,Rainy,19.39,Safe
7.54,3.83,2.82,3.07,176.85,23.09,0.0055,39.48,70.58,1213,94,67,Local,1966,70,1140.87,582.51,68,30.38,64.7,983.48,4.67,Sunny,81.09,Unsafe
6.58,0.25,1.95,6.4,761.05,27.47,0.0437,52.64,63.05,1190,52,73,Local,2498,70,226.85,400.11,12,34.13,10.47,1021.83,12.29,Sunny,69.23,Unsafe
7.64,4.8,3.16,7.53,1436.79,30.99,0.0286,93.89,88.71,1975,95,40,Arterial,1641,50,949.34,800.17,99,27.58,69.56,983.95,10.3,Rainy,17.64,Safe
8.34,2.67,4.74,7.53,1237.64,77.7,0.0429,152.18,29.04,1119,39,74,Collector,1925,60,370.1,523.28,15,35.92,83.46,1000.02,30.23,Sunny,48.29,Safe
8.44,4.92,0.85,5.08,865.96,25.29,0.0194,135.15,67.78,1809,14,46,Arterial,980,70,706.36,672.96,62,5.61,88.91,1026.66,10.64,Stormy,43.57,Safe
7.58,0.48,0.6,4.82,257.32,97.34,0.0014,72.23,60.51,1621,45,83,Local,2840,60,999.5,700.87,60,40.04,54.78,1010.91,47.05,Cloudy,27.58,Safe
7.42,3.0,0.17,7.98,1085.06,79.65,0.0026,22.61,53.38,1194,90,92,Arterial,2192,50,452.47,936.14,89,6.96,42.05,997.49,16.3,Stormy,62.9,Unsafe
8.39,1.88,1.82,2.33,1228.85,99.97,0.0335,58.06,47.7,1641,90,18,Collector,2962,60,546.92,77.95,78,11.62,40.9,1037.29,24.48,Stormy,87.55,Unsafe
7.85,4.25,1.69,1.95,1405.85,45.92,0.0057,51.72,32.23,1188,45,82,Collector,2629,50,215.35,476.27,42,1.28,16.51,999.19,39.97,Cloudy,64.63,Unsafe
6.63,1.93,2.15,6.81,937.57,58.93,0.0373,14.0,72.0,1870,10,72,Arterial,1575,40,533.75,570.44,93,3.84,33.01,994.64,39.41,Sunny,29.9,Safe
7.43,1.45,2.52,4.39,795.98,28.04,0.021,195.26,29.42,1383,7,8,Local,2350,70,999.44,914.31,54,30.23,28.32,1029.38,47.51,Stormy,5.74,Safe
6.98,4.32,3.79,7.24,947.81,60.37,0.0282,58.52,86.34,1572,16,59,Local,1197,70,1062.02,116.71,47,2.34,66.88,1037.61,33.68,Rainy,8.23,Safe
7.44,2.0,1.96,2.94,1417.72,97.39,0.0401,168.94,55.82,1649,14,36,Arterial,1853,70,778.7,244.87,36,44.38,25.21,997.16,49.57,Sunny,35.72,Safe
7.41,0.28,1.65,3.59,960.78,3.04,0.0127,102.12,68.43,1547,26,96,Collector,2003,40,587.94,936.66,30,42.16,72.94,990.61,15.29,Stormy,60.13,Unsafe
7.66,2.07,4.13,9.02,423.51,28.93,0.0206,194.74,26.22,1870,42,21,Collector,1156,30,287.73,487.26,49,-1.58,68.74,1018.0,8.92,Rainy,93.8,Unsafe
7.21,3.34,4.25,4.51,972.42,28.13,0.0365,38.42,27.47,1568,65,3,Arterial,1396,70,573.4,665.23,53,34.47,52.93,1008.85,3.93,Sunny,45.62,Safe
6.83,1.42,1.16,6.11,1325.63,98.24,0.0459,31.03,38.87,1487,51,88,Collector,2872,60,977.64,558.75,94,13.9,11.44,1042.37,38.26,Rainy,74.84,Unsafe
7.51,2.27,1.57,1.51,872.15,13.26,0.0145,10.47,82.38,1271,94,16,Arterial,720,70,406.06,900.47,72,35.36,43.76,1000.46,6.03,Rainy,0.83,Safe
8.16,0.47,4.13,2.2,778.91,81.24,0.0311,146.5,58.87,1140,63,83,Arterial,1390,50,971.62,100.31,53,-1.69,20.64,1029.35,35.79,Stormy,62.41,Unsafe
7.83,3.02,0.4,0.84,1113.39,27.46,0.0476,68.21,44.87,1673,87,55,Arterial,1696,40,54.07,60.85,7,26.22,82.32,1047.3,44.3,Sunny,26.09,Safe
7.18,3.83,1.63,4.53,1008.43,86.06,0.0324,175.37,87.96,1745,2,22,Collector,2137,30,450.33,463.5,61,30.86,86.87,1019.98,39.89,Rainy,89.42,Unsafe
8.37,2.18,2.24,9.89,132.2,48.78,0.0446,130.42,35.35,1277,4,22,Arterial,2705,70,1188.72,900.48,96,37.34,13.9,996.12,29.72,Sunny,46.77,Safe
8.32,2.22,0.94,8.8,1101.7,24.23,0.047,119.71,40.76,1402,90,77,Local,2780,40,1097.65,605.25,67,39.43,53.01,1014.47,47.24,Stormy,72.38,Unsafe
6.92,0.62,0.9,6.51,640.95,70.97,0.0465,102.51,82.14,1401,62,12,Collector,630,70,793.99,703.46,51,-4.45,77.08,1035.99,41.17,Stormy,50.19,Unsafe
6.58,1.17,2.12,8.68,1414.3,84.16,0.0379,59.05,22.16,1511,43,60,Collector,2130,60,616.16,889.99,7,32.36,37.87,1024.97,2.61,Cloudy,44.2,Safe
7.98,0.94,3.77,6.14,1457.66,47.01,0.0276,22.29,37.63,1047,46,92,Local,1922,70,864.8,153.91,71,2.32,58.54,1018.2,18.84,Cloudy,1.3,Safe
8.16,2.51,4.2,4.0,700.67,71.4,0.0048,94.28,61.71,1649,14,72,Arterial,857,70,1177.99,628.72,3,21.74,84.41,980.97,6.99,Cloudy,63.48,Unsafe
8.44,2.74,4.9,2.15,1454.75,18.16,0.0111,28.83,93.2,1978,78,9,Local,1849,40,84.79,188.1,70,13.56,47.41,1029.83,18.35,Cloudy,14.27,Safe
8.28,4.75,0.37,6.7,500.69,93.76,0.0128,182.09,41.27,1538,43,84,Collector,534,60,367.07,788.3,74,6.2,22.78,1037.59,35.67,Sunny,79.16,Unsafe
7.7,0.55,1.08,2.33,1039.83,9.64,0.0017,167.57,37.05,1492,1,79,Local,1038,50,1194.48,769.91,14,10.15,93.01,994.06,7.46,Sunny,65.22,Unsafe
7.56,3.08,3.78,4.47,158.83,22.2,0.0051,127.75,97.99,1909,28,68,Local,1344,50,744.99,88.33,51,8.04,45.36,1023.0,38.6,Rainy,75.2,Unsafe
6.56,2.73,2.7,8.35,260.23,28.84,0.0147,95.96,61.96,1139,84,24,Collector,2185,70,890.54,944.3,27,6.34,41.81,998.41,17.74,Sunny,85.77,Unsafe
6.99,2.68,1.64,1.73,1303.56,15.28,0.0045,96.3,25.0,1236,19,48,Arterial,2715,40,916.92,402.26,45,27.56,64.97,982.78,24.29,Rainy,55.77,Unsafe
7.42,4.39,1.03,1.73,1345.99,40.67,0.0085,98.26,42.12,1459,67,45,Arterial,1392,40,504.5,129.43,21,12.29,84.58,1031.57,16.78,Sunny,34.43,Safe
7.76,1.19,1.4,2.63,822.29,45.77,0.0027,151.64,62.69,1085,97,6,Arterial,1872,40,1132.14,244.73,82,39.7,97.13,1023.81,48.74,Rainy,37.31,Safe
7.61,0.4,2.15,5.74,542.67,51.86,0.0208,33.98,25.76,1392,62,64,Local,1325,70,239.15,906.98,42,22.01,67.26,1033.26,17.75,Sunny,19.86,Safe
7.99,3.43,0.89,2.89,703.98,4.08,0.0411,110.95,75.4,1674,78,87,Local,941,60,982.95,494.12,58,20.91,41.02,995.2,10.2,Cloudy,8.09,Safe
7.06,1.86,4.82,5.28,1310.96,21.91,0.0406,164.41,61.8,1492,8,15,Collector,1950,60,684.24,678.3,35,41.21,49.46,1047.19,20.25,Stormy,85.93,Unsafe
7.63,0.28,0.54,3.37,355.94,80.78,0.0452,106.92,76.78,1781,84,30,Local,928,70,380.74,455.73,88,38.89,71.55,1035.71,36.21,Cloudy,45.92,Safe
6.68,1.41,4.93,5.31,477.56,81.06,0.0373,12.61,47.34,1242,60,84,Collector,639,40,600.99,108.5,67,-3.57,97.08,1006.6,26.05,Rainy,22.01,Safe
7.33,1.68,4.21,3.14,1188.89,33.0,0.0122,56.49,53.6,1279,56,27,Local,2232,50,663.06,653.03,72,25.44,98.54,1024.78,22.97,Sunny,71.37,Unsafe
8.0,3.16,2.12,9.81,1406.14,46.12,0.0351,137.03,94.25,1194,58,27,Local,2606,60,468.21,998.77,54,25.35,70.26,1032.41,15.15,Stormy,60.98,Unsafe
7.89,1.03,3.7,5.18,184.74,18.35,0.0377,187.5,36.85,1867,44,98,Local,2341,70,400.67,522.4,16,41.22,42.59,997.82,43.03,Stormy,24.44,Safe
8.48,2.18,3.36,7.56,1215.47,82.21,0.0272,179.81,23.16,1239,49,97,Collector,1869,60,560.17,229.29,13,30.67,49.21,991.25,6.11,Stormy,14.83,Safe
7.06,2.52,1.07,7.16,985.35,95.67,0.0404,166.31,98.58,1601,86,58,Collector,2806,40,1012.02,280.39,37,17.38,94.4,1031.21,31.11,Rainy,75.82,Unsafe
7.5,2.4,1.7,5.16,384.62,29.14,0.0036,190.53,20.59,1493,90,10,Local,2611,70,869.33,254.61,15,-2.3,75.63,1016.76,33.32,Rainy,18.51,Safe
7.16,4.87,2.57,2.77,1145.93,78.19,0.0297,63.18,91.06,1301,99,73,Collector,2362,30,143.53,945.06,87,-0.71,40.48,1042.21,4.39,Cloudy,71.77,Unsafe
7.38,0.42,3.19,5.35,1105.48,35.24,0.024,12.36,86.08,1281,48,72,Arterial,1194,50,931.43,952.89,39,18.31,56.39,984.79,15.43,Cloudy,3.46,Safe
8.21,4.76,2.71,6.97,255.94,0.26,0.0403,77.33,59.01,1231,78,78,Local,2741,50,1117.4,292.79,32,44.18,53.71,1046.96,45.38,Stormy,33.26,Safe
7.87,2.99,2.36,4.87,778.26,59.97,0.0064,119.63,76.43,1429,23,1,Local,2221,50,1152.02,16.92,33,44.57,85.94,1001.22,18.34,Stormy,36.85,Safe
8.26,4.02,2.22,1.28,1149.52,41.04,0.0106,70.13,28.41,1482,50,74,Arterial,2090,70,517.27,323.17,43,18.87,11.34,1028.65,34.69,Stormy,43.75,Safe
6.91,2.27,2.49,0.67,327.74,75.84,0.0279,18.4,81.09,1838,51,4,Collector,1218,30,1104.48,572.63,91,39.2,76.18,982.15,12.33,Stormy,53.49,Unsafe
8.25,2.38,2.17,3.61,721.01,74.88,0.0474,106.37,82.7,1796,69,59,Local,2131,30,242.71,820.72,10,5.63,26.13,980.56,35.93,Stormy,15.2,Safe
6.62,4.42,2.71,1.93,225.07,94.6,0.0042,47.94,24.11,1388,1,82,Local,1298,40,509.46,423.59,12,10.67,38.23,1043.58,46.4,Cloudy,51.16,Unsafe
8.28,4.5,4.44,9.11,494.91,43.78,0.0372,148.24,59.78,1541,90,94,Arterial,670,30,632.78,489.13,72,14.09,69.96,1008.51,2.56,Cloudy,68.77,Unsafe
7.16,1.35,3.16,2.17,366.02,48.25,0.0103,26.95,95.85,1779,15,41,Local,2868,30,260.17,135.3,33,29.95,83.0,988.04,43.74,Sunny,77.37,Unsafe
7.13,1.16,3.61,4.25,782.35,40.04,0.0053,192.04,96.09,1728,51,90,Local,1086,30,841.69,577.04,38,36.22,75.94,1032.18,22.49,Stormy,35.1,Safe
7.52,2.58,2.99,7.26,254.76,29.69,0.0197,176.57,98.76,1572,76,43,Local,1093,40,523.07,618.99,34,14.6,35.21,997.92,9.36,Sunny,48.05,Safe
8.38,4.52,3.22,8.25,605.57,63.78,0.0292,176.03,72.53,1909,85,14,Collector,2868,70,197.4,146.79,78,18.3,56.75,1047.58,11.88,Stormy,84.33,Unsafe
6.6,1.75,2.89,5.04,448.99,82.8,0.0414,160.08,31.29,1798,17,29,Local,780,70,655.99,323.97,50,-1.28,38.34,1010.29,5.29,Rainy,91.31,Unsafe
7.2,3.33,0.13,2.22,1131.77,15.78,0.0317,130.38,53.03,1426,73,73,Collector,2842,70,379.78,292.2,83,8.92,51.64,982.96,13.9,Sunny,42.44,Safe
8.21,3.6,5.0,3.07,1064.52,98.18,0.0246,20.15,78.15,1239,1,37,Local,2716,60,1132.18,885.19,43,35.24,65.25,1008.7,23.47,Rainy,8.75,Safe
